wind_speed,clouds,day,month,condition_main,condition_description,condition_icon,average_feel,expected_percipitation,pop,zip_code
6.87,3,22,7,Clear,clear sky,01d,54.269999999999996,0.0,0.0,98129
6.58,0,23,7,Clear,clear sky,01d,58.455,0.0,0.0,98129
6.8,0,24,7,Clear,clear sky,01d,63.635000000000005,0.0,0.0,98129
5.95,0,25,7,Clear,clear sky,01d,60.197500000000005,0.0,0.0,98129
5.61,28,26,7,Clouds,scattered clouds,03d,56.865,0.0,0.0,98129
9.95,100,19,7,Clouds,overcast clouds,04d,81.17500000000001,0.0,0.0,99164
12.86,94,20,7,Rain,light rain,10d,77.31,0.35280000000000006,63.0,99164
18.99,0,21,7,Rain,light rain,10d,74.03,0.15680000000000002,56.00000000000001,99164
17.6,0,22,7,Clear,clear sky,01d,69.85249999999999,0.0,0.0,99164
10.47,0,23,7,Clear,clear sky,01d,74.055,0.0,0.0,99164
5.46,0,24,7,Clear,clear sky,01d,79.09,0.0,0.0,99164
14.97,29,25,7,Clouds,scattered clouds,03d,80.365,0.0,0.0,99164
13.44,54,26,7,Clouds,broken clouds,04d,73.93249999999999,0.0,0.0,99164
9.04,1,19,7,Clear,clear sky,01d,67.9125,0.0,0.0,98067
7.52,65,20,7,Clouds,broken clouds,04d,63.059999999999995,0.0,4.0,98067
8.68,60,21,7,Clouds,broken clouds,04d,60.7425,0.0,0.0,98067
9.57,1,22,7,Clear,clear sky,01d,61.1375,0.0,0.0,98067
8.66,0,23,7,Clear,clear sky,01d,64.52749999999999,0.0,0.0,98067
8.95,0,24,7,Clear,clear sky,01d,68.25,0.0,0.0,98067
7.94,0,25,7,Clear,clear sky,01d,65.61749999999999,0.0,0.0,98067
7.31,10,26,7,Clear,clear sky,01d,63.682500000000005,0.0,0.0,98067
3.98,1,19,7,Clear,clear sky,01d,67.7525,0.0,0.0,98366
5.68,87,20,7,Clouds,overcast clouds,04d,62.427499999999995,0.0,4.0,98366
4.25,73,21,7,Clouds,broken clouds,04d,59.705,0.0,0.0,98366
8.75,0,22,7,Clear,clear sky,01d,61.1125,0.0,0.0,98366
8.19,0,23,7,Clear,clear sky,01d,64.42,0.0,0.0,98366
7.61,1,24,7,Clear,clear sky,01d,68.12,0.0,0.0,98366
7.38,15,25,7,Clouds,few clouds,02d,65.4875,0.0,0.0,98366
5.03,1,26,7,Clear,clear sky,01d,63.892500000000005,0.0,0.0,98366
7.94,12,19,7,Clouds,few clouds,02d,64.9325,0.0,0.0,98258
8.48,85,20,7,Clouds,overcast clouds,04d,59.6675,0.0,4.0,98258
9.75,84,21,7,Clouds,broken clouds,04d,57.96,0.0,0.0,98258
8.84,0,22,7,Clear,clear sky,01d,58.9125,0.0,0.0,98258
7.58,0,23,7,Clear,clear sky,01d,61.06999999999999,0.0,0.0,98258
8.05,0,24,7,Clear,clear sky,01d,65.42250000000001,0.0,0.0,98258
9.46,3,25,7,Clear,clear sky,01d,62.96000000000001,0.0,0.0,98258
7.45,0,26,7,Clear,clear sky,01d,60.207499999999996,0.0,0.0,98258
8.61,1,19,7,Clear,clear sky,01d,65.68,0.0,0.0,98290
8.61,74,20,7,Clouds,broken clouds,04d,60.557500000000005,0.0,4.0,98290
9.71,77,21,7,Clouds,broken clouds,04d,58.485,0.0,0.0,98290
8.97,0,22,7,Clear,clear sky,01d,59.39,0.0,0.0,98290
7.61,0,23,7,Clear,clear sky,01d,61.82,0.0,0.0,98290
8.05,0,24,7,Clear,clear sky,01d,66.0475,0.0,0.0,98290
9.82,3,25,7,Clear,clear sky,01d,63.970000000000006,0.0,0.0,98290
7.67,0,26,7,Clear,clear sky,01d,60.902499999999996,0.0,0.0,98290
9.89,1,19,7,Clear,clear sky,01d,63.177499999999995,0.0,0.0,98203
9.13,96,20,7,Rain,light rain,10d,58.3775,0.0264,24.0,98203
10.36,67,21,7,Clouds,broken clouds,04d,57.7,0.0,0.0,98203
9.01,0,22,7,Clear,clear sky,01d,57.49000000000001,0.0,0.0,98203
8.19,0,23,7,Clear,clear sky,01d,58.8425,0.0,0.0,98203
9.01,0,24,7,Clear,clear sky,01d,62.7525,0.0,0.0,98203
10.42,1,25,7,Clear,clear sky,01d,61.205,0.0,0.0,98203
8.03,0,26,7,Clear,clear sky,01d,59.04749999999999,0.0,0.0,98203
7.76,0,19,7,Clear,clear sky,01d,59.575,0.0,0.0,98323
8.19,12,20,7,Clouds,few clouds,02d,54.19,0.0,0.0,98323
8.3,1,21,7,Clear,clear sky,01d,50.8125,0.0,0.0,98323
7.76,14,22,7,Clouds,few clouds,02d,52.692499999999995,0.0,0.0,98323
7.78,0,23,7,Clear,clear sky,01d,57.4875,0.0,0.0,98323
7.58,0,24,7,Clear,clear sky,01d,62.735,0.0,0.0,98323
6.82,0,25,7,Clear,clear sky,01d,58.072500000000005,0.0,0.0,98323
7.07,36,26,7,Clouds,scattered clouds,03d,55.214999999999996,0.0,0.0,98323
10.22,0,19,7,Clear,clear sky,01d,65.83,0.0,0.0,98570
9.37,31,20,7,Clouds,scattered clouds,03d,61.0675,0.0,0.0,98570
9.86,20,21,7,Clouds,few clouds,02d,58.370000000000005,0.0,0.0,98570
7.67,38,22,7,Clouds,scattered clouds,03d,61.4625,0.0,0.0,98570
8.14,0,23,7,Clear,clear sky,01d,64.6925,0.0,0.0,98570
8.86,0,24,7,Clear,clear sky,01d,68.82,0.0,0.0,98570
9.22,2,25,7,Clear,clear sky,01d,62.93750000000001,0.0,0.0,98570
8.43,71,26,7,Clouds,broken clouds,04d,59.935,0.0,0.0,98570
11.1,0,19,7,Clear,clear sky,01d,69.77499999999999,0.0,0.0,98610
10.96,0,20,7,Clear,clear sky,01d,65.3575,0.0,0.0,98610
11.3,0,21,7,Clear,clear sky,01d,60.4175,0.0,0.0,98610
7.72,0,22,7,Clear,clear sky,01d,65.2675,0.0,0.0,98610
8.77,0,23,7,Clear,clear sky,01d,68.595,0.0,0.0,98610
8.99,0,24,7,Clear,clear sky,01d,73.9525,0.0,0.0,98610
11.03,0,25,7,Clear,clear sky,01d,68.5475,0.0,0.0,98610
10.07,100,26,7,Clouds,overcast clouds,04d,63.870000000000005,0.0,0.0,98610
10.65,99,19,7,Clouds,overcast clouds,04d,78.175,0.0,0.0,99031
12.93,92,20,7,Rain,light rain,10d,73.2975,0.8296,68.0,99031
13.44,0,21,7,Rain,light rain,10d,69.89750000000001,0.8064,63.0,99031
13.87,0,22,7,Clear,clear sky,01d,65.9025,0.0,0.0,99031
11.01,1,23,7,Clear,clear sky,01d,70.9675,0.0,0.0,99031
5.17,0,24,7,Clear,clear sky,01d,75.56,0.0,0.0,99031
16.67,1,25,7,Clear,clear sky,01d,76.145,0.0,0.0,99031
12.21,25,26,7,Clouds,scattered clouds,03d,71.4025,0.0,0.0,99031
9.57,1,19,7,Clear,clear sky,01d,69.7725,0.0,0.0,98485
6.98,20,20,7,Clouds,few clouds,02d,64.61000000000001,0.0,2.0,98485
9.98,12,21,7,Clouds,few clouds,02d,61.1075,0.0,0.0,98485
8.86,8,22,7,Clear,clear sky,01d,62.3775,0.0,0.0,98485
8.39,0,23,7,Clear,clear sky,01d,66.57,0.0,0.0,98485
8.28,0,24,7,Clear,clear sky,01d,71.2575,0.0,0.0,98485
6.26,2,25,7,Clear,clear sky,01d,67.9175,0.0,0.0,98485
4.79,47,26,7,Clouds,scattered clouds,03d,65.185,0.0,0.0,98485
8.86,0,19,7,Clear,clear sky,01d,67.55499999999999,0.0,0.0,98022
7.47,15,20,7,Clouds,few clouds,02d,62.03750000000001,0.0,2.0,98022
8.9,6,21,7,Clear,clear sky,01d,58.8475,0.0,0.0,98022
7.94,7,22,7,Clear,clear sky,01d,59.730000000000004,0.0,0.0,98022
7.45,0,23,7,Clear,clear sky,01d,64.3375,0.0,0.0,98022
7.49,0,24,7,Clear,clear sky,01d,69.34,0.0,0.0,98022
5.84,0,25,7,Clear,clear sky,01d,65.735,0.0,0.0,98022
5.57,38,26,7,Clouds,scattered clouds,03d,62.602500000000006,0.0,0.0,98022
11.3,0,19,7,Clear,clear sky,01d,68.36749999999999,0.0,0.0,98667
11.14,5,20,7,Clear,clear sky,01d,63.9225,0.0,0.0,98667
10.54,0,21,7,Clear,clear sky,01d,60.2075,0.0,0.0,98667
9.51,1,22,7,Clear,clear sky,01d,64.55250000000001,0.0,0.0,98667
9.26,0,23,7,Clear,clear sky,01d,67.3225,0.0,0.0,98667
9.42,0,24,7,Clear,clear sky,01d,70.8925,0.0,0.0,98667
11.7,0,25,7,Clear,clear sky,01d,66.31,0.0,0.0,98667
9.42,83,26,7,Clouds,broken clouds,04d,62.2425,0.0,0.0,98667
9.95,97,19,7,Clouds,overcast clouds,04d,76.28,0.0,0.0,99040
11.83,4,20,7,Clear,clear sky,01d,73.22749999999999,0.0,17.0,99040
14.94,5,21,7,Clear,clear sky,01d,68.96,0.0,15.0,99040
10.49,1,22,7,Clear,clear sky,01d,64.57000000000001,0.0,0.0,99040
10.42,5,23,7,Clear,clear sky,01d,70.585,0.0,0.0,99040
6.53,0,24,7,Clear,clear sky,01d,74.30499999999999,0.0,0.0,99040
13.51,0,25,7,Clear,clear sky,01d,75.7025,0.0,0.0,99040
11.7,8,26,7,Clear,clear sky,01d,71.1375,0.0,0.0,99040
5.73,0,19,7,Clear,clear sky,01d,62.03,0.0,0.0,98114
6.53,8,20,7,Clear,clear sky,01d,57.245,0.0,1.0,98114
6.51,24,21,7,Clouds,few clouds,02d,54.8825,0.0,0.0,98114
6.87,3,22,7,Clear,clear sky,01d,54.269999999999996,0.0,0.0,98114
6.58,0,23,7,Clear,clear sky,01d,58.455,0.0,0.0,98114
6.8,0,24,7,Clear,clear sky,01d,63.635000000000005,0.0,0.0,98114
5.95,0,25,7,Clear,clear sky,01d,60.197500000000005,0.0,0.0,98114
5.61,28,26,7,Clouds,scattered clouds,03d,56.865,0.0,0.0,98114
17.36,5,19,7,Clear,clear sky,01d,59.572500000000005,0.0,0.0,98278
18.57,48,20,7,Clouds,scattered clouds,03d,55.135000000000005,0.0,3.0,98278
23.09,89,21,7,Clouds,overcast clouds,04d,54.432500000000005,0.0,0.0,98278
15.35,3,22,7,Clear,clear sky,01d,53.9725,0.0,0.0,98278
14.32,19,23,7,Clouds,few clouds,02d,54.5075,0.0,0.0,98278
14.56,13,24,7,Clouds,few clouds,02d,56.31,0.0,0.0,98278
22.75,38,25,7,Clouds,scattered clouds,03d,55.14,0.0,0.0,98278
19.39,19,26,7,Clouds,few clouds,02d,54.2125,0.0,0.0,98278
12.91,28,19,7,Clouds,scattered clouds,03d,84.315,0.0,0.0,99353
13.96,4,20,7,Clear,clear sky,01d,80.195,0.0,0.0,99353
18.5,0,21,7,Clear,clear sky,01d,75.00999999999999,0.0,0.0,99353
5.66,0,22,7,Clear,clear sky,01d,74.91,0.0,0.0,99353
4.34,0,23,7,Clear,clear sky,01d,79.58,0.0,0.0,99353
3.85,0,24,7,Clear,clear sky,01d,84.07,0.0,0.0,99353
13.56,35,25,7,Clouds,scattered clouds,03d,83.09,0.0,0.0,99353
16.04,100,26,7,Clouds,overcast clouds,04d,78.46000000000001,0.0,0.0,99353
10.16,95,19,7,Clouds,overcast clouds,04d,80.07249999999999,0.0,0.0,99134
14.41,4,20,7,Clear,clear sky,01d,75.8375,0.0,4.0,99134
17.65,0,21,7,Clear,clear sky,01d,70.995,0.0,8.0,99134
10.4,1,22,7,Clear,clear sky,01d,66.57249999999999,0.0,0.0,99134
10.65,3,23,7,Clear,clear sky,01d,73.6675,0.0,0.0,99134
7.9,0,24,7,Clear,clear sky,01d,77.505,0.0,0.0,99134
19.73,0,25,7,Clear,clear sky,01d,78.4075,0.0,0.0,99134
12.75,26,26,7,Clouds,scattered clouds,03d,72.94,0.0,0.0,99134
8.19,1,19,7,Clear,clear sky,01d,69.2375,0.0,0.0,98058
5.55,51,20,7,Clouds,broken clouds,04d,63.8525,0.0,4.0,98058
7.16,58,21,7,Clouds,broken clouds,04d,61.074999999999996,0.0,0.0,98058
9.66,1,22,7,Clear,clear sky,01d,61.777499999999996,0.0,0.0,98058
8.81,0,23,7,Clear,clear sky,01d,65.79,0.0,0.0,98058
8.95,0,24,7,Clear,clear sky,01d,69.49249999999999,0.0,0.0,98058
6.04,1,25,7,Clear,clear sky,01d,66.145,0.0,0.0,98058
5.86,24,26,7,Clouds,few clouds,02d,64.7925,0.0,0.0,98058
8.86,1,19,7,Clear,clear sky,01d,66.14,0.0,0.0,98117
8.86,88,20,7,Rain,light rain,10d,61.2575,0.024,24.0,98117
9.37,50,21,7,Clouds,scattered clouds,03d,59.260000000000005,0.0,0.0,98117
9.51,1,22,7,Clear,clear sky,01d,59.2975,0.0,0.0,98117
8.61,2,23,7,Clear,clear sky,01d,61.48,0.0,0.0,98117
8.9,2,24,7,Clear,clear sky,01d,65.6625,0.0,0.0,98117
9.17,3,25,7,Clear,clear sky,01d,64.15,0.0,0.0,98117
8.16,2,26,7,Clear,clear sky,01d,61.885,0.0,0.0,98117
10.54,1,19,7,Clear,clear sky,01d,66.355,0.0,0.0,98505
9.75,60,20,7,Clouds,broken clouds,04d,61.5875,0.0,1.0,98505
10.54,32,21,7,Clouds,scattered clouds,03d,59.760000000000005,0.0,0.0,98505
4.29,3,22,7,Clear,clear sky,01d,62.75,0.0,0.0,98505
3.15,0,23,7,Clear,clear sky,01d,66.3025,0.0,0.0,98505
4.52,0,24,7,Clear,clear sky,01d,69.7275,0.0,0.0,98505
9.89,1,25,7,Clear,clear sky,01d,64.3275,0.0,0.0,98505
9.19,19,26,7,Clouds,few clouds,02d,62.137499999999996,0.0,0.0,98505
6.82,0,19,7,Clear,clear sky,01d,68.18,0.0,0.0,98237
6.46,2,20,7,Clear,clear sky,01d,64.0275,0.0,0.0,98237
6.33,77,21,7,Clouds,broken clouds,04d,60.45,0.0,0.0,98237
5.55,0,22,7,Clear,clear sky,01d,62.47,0.0,0.0,98237
5.5,0,23,7,Clear,clear sky,01d,66.66,0.0,0.0,98237
5.77,0,24,7,Clear,clear sky,01d,71.58,0.0,0.0,98237
7.2,0,25,7,Clear,clear sky,01d,67.3575,0.0,0.0,98237
6.64,0,26,7,Clear,clear sky,01d,63.6475,0.0,0.0,98237
7.96,1,19,7,Clear,clear sky,01d,64.71,0.0,0.0,98365
7.09,83,20,7,Clouds,broken clouds,04d,60.11750000000001,0.0,4.0,98365
8.61,78,21,7,Clouds,broken clouds,04d,58.36,0.0,0.0,98365
7.78,4,22,7,Clear,clear sky,01d,59.2025,0.0,0.0,98365
7.45,1,23,7,Clear,clear sky,01d,60.887499999999996,0.0,0.0,98365
7.56,1,24,7,Clear,clear sky,01d,64.08500000000001,0.0,0.0,98365
6.76,10,25,7,Clear,clear sky,01d,62.865,0.0,0.0,98365
7.65,4,26,7,Clear,clear sky,01d,60.57000000000001,0.0,0.0,98365
7.29,1,19,7,Clear,clear sky,01d,64.59750000000001,0.0,0.0,98232
7.65,55,20,7,Clouds,broken clouds,04d,60.44,0.0,0.0,98232
7.14,71,21,7,Clouds,broken clouds,04d,59.3075,0.0,0.0,98232
7.05,15,22,7,Clouds,few clouds,02d,57.28,0.0,0.0,98232
6.49,11,23,7,Clouds,few clouds,02d,59.947500000000005,0.0,0.0,98232
6.55,11,24,7,Clouds,few clouds,02d,63.3025,0.0,0.0,98232
8.66,0,25,7,Clear,clear sky,01d,60.985,0.0,0.0,98232
6.62,2,26,7,Clear,clear sky,01d,58.995000000000005,0.0,0.0,98232
12.53,1,19,7,Clear,clear sky,01d,68.6575,0.0,0.0,98465
10.27,76,20,7,Clouds,broken clouds,04d,63.7925,0.0,4.0,98465
12.03,53,21,7,Clouds,broken clouds,04d,60.985,0.0,0.0,98465
9.69,2,22,7,Clear,clear sky,01d,63.19500000000001,0.0,0.0,98465
9.19,0,23,7,Clear,clear sky,01d,67.1875,0.0,0.0,98465
8.21,0,24,7,Clear,clear sky,01d,71.37,0.0,0.0,98465
7.65,19,25,7,Clouds,few clouds,02d,67.8625,0.0,0.0,98465
8.14,29,26,7,Clouds,scattered clouds,03d,65.39,0.0,0.0,98465
14.07,2,19,7,Clear,clear sky,01d,76.1825,0.0,0.0,98855
14.52,0,20,7,Clear,clear sky,01d,71.235,0.0,0.0,98855
15.79,0,21,7,Clear,clear sky,01d,67.1225,0.0,0.0,98855
11.9,0,22,7,Clear,clear sky,01d,64.83,0.0,0.0,98855
4.88,0,23,7,Clear,clear sky,01d,69.37,0.0,0.0,98855
7.83,0,24,7,Clear,clear sky,01d,75.30000000000001,0.0,0.0,98855
16.71,0,25,7,Clear,clear sky,01d,73.97749999999999,0.0,0.0,98855
6.96,38,26,7,Clouds,scattered clouds,03d,70.86749999999999,0.0,0.0,98855
18.32,2,19,7,Clear,clear sky,01d,59.455000000000005,0.0,0.0,98239
19.3,60,20,7,Clouds,broken clouds,04d,55.0375,0.0,4.0,98239
22.17,87,21,7,Clouds,overcast clouds,04d,54.2675,0.0,0.0,98239
15.12,1,22,7,Clear,clear sky,01d,54.214999999999996,0.0,0.0,98239
15.57,18,23,7,Clouds,few clouds,02d,54.8225,0.0,0.0,98239
15.75,14,24,7,Clouds,few clouds,02d,56.7425,0.0,0.0,98239
22.88,44,25,7,Clouds,scattered clouds,03d,55.48,0.0,0.0,98239
19.3,21,26,7,Clouds,few clouds,02d,54.45,0.0,0.0,98239
9.17,1,19,7,Clear,clear sky,01d,67.9375,0.0,0.0,98477
7.23,16,20,7,Clouds,few clouds,02d,62.7325,0.0,1.0,98477
9.66,9,21,7,Clear,clear sky,01d,59.192499999999995,0.0,0.0,98477
8.5,10,22,7,Clear,clear sky,01d,60.772499999999994,0.0,0.0,98477
8.34,0,23,7,Clear,clear sky,01d,65.4125,0.0,0.0,98477
8.21,0,24,7,Clear,clear sky,01d,69.8725,0.0,0.0,98477
6.96,1,25,7,Clear,clear sky,01d,65.835,0.0,0.0,98477
5.44,48,26,7,Clouds,scattered clouds,03d,63.1375,0.0,0.0,98477
10.27,1,19,7,Clear,clear sky,01d,67.6725,0.0,0.0,98546
7.94,62,20,7,Clouds,broken clouds,04d,63.177499999999995,0.0,4.0,98546
9.93,35,21,7,Clouds,scattered clouds,03d,60.51,0.0,0.0,98546
4.36,0,22,7,Clear,clear sky,01d,63.56,0.0,0.0,98546
3.94,0,23,7,Clear,clear sky,01d,66.64500000000001,0.0,0.0,98546
3.33,0,24,7,Clear,clear sky,01d,70.8725,0.0,0.0,98546
6.82,5,25,7,Clear,clear sky,01d,66.0875,0.0,0.0,98546
5.5,8,26,7,Clear,clear sky,01d,63.855000000000004,0.0,0.0,98546
7.74,0,19,7,Clear,clear sky,01d,66.3075,0.0,0.0,98575
8.41,1,20,7,Clear,clear sky,01d,62.167500000000004,0.0,0.0,98575
9.55,50,21,7,Clouds,scattered clouds,03d,59.5525,0.0,0.0,98575
7.14,2,22,7,Clear,clear sky,01d,63.80250000000001,0.0,0.0,98575
7.02,0,23,7,Clear,clear sky,01d,67.96000000000001,0.0,0.0,98575
7.0,0,24,7,Clear,clear sky,01d,71.9275,0.0,0.0,98575
8.48,0,25,7,Clear,clear sky,01d,66.03,0.0,0.0,98575
7.54,0,26,7,Clear,clear sky,01d,63.76499999999999,0.0,0.0,98575
11.43,1,19,7,Clear,clear sky,01d,67.4725,0.0,0.0,98303
10.36,60,20,7,Clouds,broken clouds,04d,63.0075,0.0,3.0,98303
11.65,35,21,7,Clouds,scattered clouds,03d,60.23,0.0,0.0,98303
7.38,2,22,7,Clear,clear sky,01d,62.68,0.0,0.0,98303
6.78,0,23,7,Clear,clear sky,01d,66.32,0.0,0.0,98303
6.44,0,24,7,Clear,clear sky,01d,70.63,0.0,0.0,98303
9.62,11,25,7,Clouds,few clouds,02d,66.0025,0.0,0.0,98303
7.36,22,26,7,Clouds,few clouds,02d,63.5625,0.0,0.0,98303
8.05,0,19,7,Clear,clear sky,01d,58.56,0.0,0.0,98561
9.64,49,20,7,Clouds,scattered clouds,03d,56.0075,0.0,0.0,98561
9.4,53,21,7,Clouds,broken clouds,04d,55.0275,0.0,4.0,98561
9.95,9,22,7,Clear,clear sky,01d,55.3225,0.0,0.0,98561
9.31,0,23,7,Clear,clear sky,01d,56.6025,0.0,0.0,98561
9.28,4,24,7,Clear,clear sky,01d,60.072500000000005,0.0,0.0,98561
9.84,61,25,7,Clouds,broken clouds,04d,55.497499999999995,0.0,0.0,98561
9.73,19,26,7,Clouds,few clouds,02d,54.065,0.0,0.0,98561
5.73,0,19,7,Clear,clear sky,01d,62.03,0.0,0.0,98150
6.53,8,20,7,Clear,clear sky,01d,57.245,0.0,1.0,98150
6.51,24,21,7,Clouds,few clouds,02d,54.8825,0.0,0.0,98150
6.87,3,22,7,Clear,clear sky,01d,54.269999999999996,0.0,0.0,98150
6.58,0,23,7,Clear,clear sky,01d,58.455,0.0,0.0,98150
6.8,0,24,7,Clear,clear sky,01d,63.635000000000005,0.0,0.0,98150
5.95,0,25,7,Clear,clear sky,01d,60.197500000000005,0.0,0.0,98150
5.61,28,26,7,Clouds,scattered clouds,03d,56.865,0.0,0.0,98150
6.53,1,19,7,Clear,clear sky,01d,67.0275,0.0,0.0,98276
6.85,82,20,7,Clouds,broken clouds,04d,61.525000000000006,0.0,0.0,98276
7.31,57,21,7,Clouds,broken clouds,04d,59.61500000000001,0.0,0.0,98276
7.07,15,22,7,Clouds,few clouds,02d,59.535000000000004,0.0,0.0,98276
5.61,2,23,7,Clear,clear sky,01d,63.445,0.0,0.0,98276
4.79,3,24,7,Clear,clear sky,01d,67.7225,0.0,0.0,98276
8.46,1,25,7,Clear,clear sky,01d,63.85,0.0,0.0,98276
5.95,2,26,7,Clear,clear sky,01d,61.35,0.0,0.0,98276
9.17,0,19,7,Clear,clear sky,01d,60.905,0.0,0.0,98631
11.43,20,20,7,Rain,light rain,10d,58.33,0.022000000000000002,20.0,98631
11.74,18,21,7,Clouds,few clouds,02d,57.9225,0.0,6.0,98631
18.48,15,22,7,Clouds,few clouds,02d,57.587500000000006,0.0,0.0,98631
17.54,0,23,7,Clear,clear sky,01d,58.040000000000006,0.0,0.0,98631
17.54,22,24,7,Clouds,few clouds,02d,58.955000000000005,0.0,0.0,98631
18.66,76,25,7,Rain,light rain,10d,58.4025,0.09200000000000001,20.0,98631
14.47,15,26,7,Clouds,few clouds,02d,57.6025,0.0,0.0,98631
7.99,1,19,7,Clear,clear sky,01d,64.3475,0.0,0.0,98068
8.19,0,20,7,Clear,clear sky,01d,59.275,0.0,0.0,98068
9.08,0,21,7,Clear,clear sky,01d,55.14999999999999,0.0,0.0,98068
7.2,6,22,7,Clear,clear sky,01d,57.915,0.0,0.0,98068
7.0,0,23,7,Clear,clear sky,01d,62.207499999999996,0.0,0.0,98068
6.78,0,24,7,Clear,clear sky,01d,68.1225,0.0,0.0,98068
8.93,0,25,7,Clear,clear sky,01d,64.4625,0.0,0.0,98068
7.67,33,26,7,Clouds,scattered clouds,03d,59.730000000000004,0.0,0.0,98068
9.89,1,19,7,Clear,clear sky,01d,65.645,0.0,0.0,98925
9.57,0,20,7,Clear,clear sky,01d,59.682500000000005,0.0,0.0,98925
12.24,0,21,7,Clear,clear sky,01d,54.8825,0.0,0.0,98925
7.76,8,22,7,Clear,clear sky,01d,58.2825,0.0,0.0,98925
7.54,0,23,7,Clear,clear sky,01d,63.457499999999996,0.0,0.0,98925
7.23,0,24,7,Clear,clear sky,01d,69.1875,0.0,0.0,98925
12.84,0,25,7,Clear,clear sky,01d,65.3425,0.0,0.0,98925
9.04,34,26,7,Clouds,scattered clouds,03d,60.475,0.0,0.0,98925
9.17,1,19,7,Clear,clear sky,01d,67.9375,0.0,0.0,98418
7.23,16,20,7,Clouds,few clouds,02d,62.7325,0.0,1.0,98418
9.66,9,21,7,Clear,clear sky,01d,59.192499999999995,0.0,0.0,98418
8.5,10,22,7,Clear,clear sky,01d,60.772499999999994,0.0,0.0,98418
8.34,0,23,7,Clear,clear sky,01d,65.4125,0.0,0.0,98418
8.21,0,24,7,Clear,clear sky,01d,69.8725,0.0,0.0,98418
6.96,1,25,7,Clear,clear sky,01d,65.835,0.0,0.0,98418
5.44,48,26,7,Clouds,scattered clouds,03d,63.1375,0.0,0.0,98418
9.04,1,19,7,Clear,clear sky,01d,68.015,0.0,0.0,98007
7.47,65,20,7,Clouds,broken clouds,04d,63.1425,0.0,4.0,98007
8.59,61,21,7,Clouds,broken clouds,04d,60.787499999999994,0.0,0.0,98007
9.57,1,22,7,Clear,clear sky,01d,61.1775,0.0,0.0,98007
8.66,0,23,7,Clear,clear sky,01d,64.615,0.0,0.0,98007
8.95,0,24,7,Clear,clear sky,01d,68.3275,0.0,0.0,98007
7.81,0,25,7,Clear,clear sky,01d,65.66,0.0,0.0,98007
7.31,10,26,7,Clear,clear sky,01d,63.775,0.0,0.0,98007
12.17,1,19,7,Clear,clear sky,01d,68.6975,0.0,0.0,98408
9.8,58,20,7,Clouds,broken clouds,04d,63.78,0.0,3.0,98408
11.52,42,21,7,Clouds,scattered clouds,03d,60.86,0.0,0.0,98408
9.64,3,22,7,Clear,clear sky,01d,62.815,0.0,0.0,98408
9.24,0,23,7,Clear,clear sky,01d,66.6775,0.0,0.0,98408
8.5,0,24,7,Clear,clear sky,01d,70.985,0.0,0.0,98408
7.45,14,25,7,Clouds,few clouds,02d,67.67,0.0,0.0,98408
7.7,41,26,7,Clouds,scattered clouds,03d,65.2,0.0,0.0,98408
12.91,1,19,7,Clear,clear sky,01d,79.0,0.0,0.0,98904
9.53,0,20,7,Clear,clear sky,01d,72.9525,0.0,0.0,98904
10.71,0,21,7,Clear,clear sky,01d,68.68249999999999,0.0,0.0,98904
8.7,1,22,7,Clear,clear sky,01d,70.4075,0.0,0.0,98904
10.04,0,23,7,Clear,clear sky,01d,76.47749999999999,0.0,0.0,98904
8.48,0,24,7,Clear,clear sky,01d,80.7825,0.0,0.0,98904
13.98,0,25,7,Clear,clear sky,01d,78.1775,0.0,0.0,98904
8.28,100,26,7,Clouds,overcast clouds,04d,74.625,0.0,0.0,98904
8.19,98,19,7,Clouds,overcast clouds,04d,77.0925,0.0,0.0,99030
11.05,94,20,7,Rain,light rain,10d,72.49,0.7934999999999999,69.0,99030
12.37,0,21,7,Rain,light rain,10d,68.94000000000001,1.3452,76.0,99030
10.0,0,22,7,Clear,clear sky,01d,64.2975,0.0,0.0,99030
10.6,1,23,7,Clear,clear sky,01d,69.4525,0.0,0.0,99030
4.03,0,24,7,Clear,clear sky,01d,74.17750000000001,0.0,0.0,99030
14.61,2,25,7,Clear,clear sky,01d,74.9125,0.0,0.0,99030
11.25,35,26,7,Clouds,scattered clouds,03d,70.2825,0.0,0.0,99030
10.58,1,19,7,Clear,clear sky,01d,65.9725,0.0,0.0,98512
9.86,65,20,7,Clouds,broken clouds,04d,61.107499999999995,0.0,0.0,98512
10.31,41,21,7,Clouds,scattered clouds,03d,59.620000000000005,0.0,0.0,98512
5.32,7,22,7,Clear,clear sky,01d,62.51,0.0,0.0,98512
4.23,0,23,7,Clear,clear sky,01d,66.09,0.0,0.0,98512
4.88,0,24,7,Clear,clear sky,01d,69.2875,0.0,0.0,98512
9.93,1,25,7,Clear,clear sky,01d,63.815000000000005,0.0,0.0,98512
9.8,23,26,7,Clouds,few clouds,02d,61.62499999999999,0.0,0.0,98512
13.02,1,19,7,Clear,clear sky,01d,77.59,0.0,0.0,98844
11.99,0,20,7,Clear,clear sky,01d,73.14,0.0,0.0,98844
11.77,0,21,7,Clear,clear sky,01d,69.28999999999999,0.0,0.0,98844
5.28,0,22,7,Clear,clear sky,01d,67.43,0.0,0.0,98844
5.17,0,23,7,Clear,clear sky,01d,72.2125,0.0,0.0,98844
5.57,0,24,7,Clear,clear sky,01d,77.2475,0.0,0.0,98844
